title_product,description,images,Артикул Маркета,Тип,Марка мотоцикла,Тип автотехники,Код производителя,Все характеристики
Свеча C6HSA (4 х Тактная) Китайский Скутер 139QMB / 157QMJ / 4 такта,"TORCH — наверное, самые популярные свечи в мире. Концерн выпускает продукцию от бюджетного уровня до уникальных, с платиновым электродом. Важный момент для нормальной работы двигателя скутера — подобрать правильную свечу, с правильным капильным числом.
В мануале для каждого скутера приведен перечень различного производителя с рекомендованной маркировкой. Среди этого перечня обязательно вы увидите свечи TORCH.
У нас представлены свечи со среднестатистическим калийным числом. Они подхоят на большинство скутеров современного производства.
Подходит на скутера:
Китайские скутеры с двигателем 125-180 cc 157 QMJ/с двигателем 150-180 сс 158 QMJ (STELS)/с двигателем 50-100 cc 139 QMB
Показать полностью
Общие характеристики
Артикул Маркета
4371080345
Бренд
Komatsu
Тип
Катушка зажигания для мотоцикла
Тип автотехники
скутер
Количество в комплекте
1 шт.
Дополнительно
Материал
Металл
Перед покупкой уточняйте характеристики и комплектацию у продавца.",['https://avatars.mds.yandex.net/get-mpic/5218923/img_id7738291188340573133.jpeg/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Поршневая (ЦПГ) на китайский скутер 139QMB 100 кубов / 100cc полный комплект,"Как работает:ЦПГ (цилиндро-поршневая группа) является одной из ключевых частей двигателя скутера, отвечающей за генерацию силы, необходимой для передвижения. Время от времени возникает необходимость замены ЦПГ в результате износа или дефектов.Замена ЦПГ на скутере необходима в следующих случаях:
-Когда производительность двигателя снижается и проблема связана с износом ЦПГ.
-При обнаружении утечек масла или топлива, которые свидетельствуют о неисправности ЦПГ.
-Если ЦПГ повреждена в результате аварии или столкновения.
-При желании модернизировать скутер и улучшить его производительность.
На что подходит: на китайские четырехтактные стутера 139QMB
Размеры: Внутренний диаметр цилиндра: 5 см.
Внешний диаметр поршня: 5 см.
Длина пальца: 3,6 см.
Внешний диаметр пальца: 1,3 см.
Показать полностью
Общие характеристики
Артикул Маркета
4371077851
Бренд
Komatsu
Тип
Цилиндро-поршневая группа для скутера
Тип автотехники
скутер
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/5330487/2a0000018e6b87a96f6c38feaf3981944cda/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Надсвечник 90 градусов (Универсальный),"Описание товара
Надсвечник с углом 90 градусов — это универсальный компонент, предназначенный для установки на скутеры и мотоциклы. Он выполняет функцию соединительного элемента между свечой зажигания и высоковольтным проводом, обеспечивая надежный контакт и эффективную передачу электрического импульса.
Этот тип надсвечника отличается своей универсальностью, что позволяет адаптировать его для большинства моделей мототехники. Угол наклона в 90 градусов способствует удобной установке даже в условиях ограниченного пространства, что характерно для многих современных двигателей.
- Прочный материал: Разработан из термостойких и устойчивых к вибрациям материалов, обеспечивающих долгий срок службы.
- Стабильный контакт: Встроенные пружинные и керамические элементы минимизируют потери энергии и гарантируют стабильную работу свечи зажигания.
- Простота установки: Быстрая и легкая замена или установка надсвечника на существующие системы без необходимости сложной регулировки.
- Защита от влаги и пыли: Конструкция предотвращает попадание нежелательных загрязнителей, обеспечивая стабильность функционирования в любых условиях эксплуатации.
Подходит на модели скутеров:
Китайские мотоциклы: 166FMM 165FMM Racer, Motoland, Kayo, BSE, Irbis TTR и другие. Камера выполн из износостойкой резины обеспечивает высокие рабочие параметры, не вырывает вентиль во время езды. Также подходит камера на питбайки и мотоциклы разных моделей популярных японских производителей байков Honda, Yamaha, Kawasaki, Racer, Irbis , Kayo, BSE, 172FMM с объемом двигателя 125 - 300 кубов (250)/ Рейсер / Мотолэнд / Кайо / БСЕ / Ирбис ТТР.
Мотоциклы JMC 250 / T4 / T6 (ЖМС 250 / Т4 / Т6)
На мопеды: Альфа, Racer, Dingo, delta, Alpha RX, Alpha Lux, Лесник, Orion (Альфа / Дельта / Орион / Грифон и другие модели мототехники)
Китайские скутеры: скутера китайского и российского с двигателем 4т серии GY6 с маркировкой 157QMJ и объемом двигателя от 150 до 200 кубов / Motoland, BWS, RegulMoto, Meteor, Racer, Click, Corvus, Fantom, Fire, Force, Vento, Lifan, Stels, Nexus, Baltmotors, Omaks, Wels, Irbis, Fortune, Sonik, Keeway, Griphon, Storm, SYM (БВС, РегулМото, Метеор, Рейсер, Клик, Корвус, Фантом, Фаер, Форс, Венто, Лифан, Стелс, Нексус, БалтМоторс, Омакс, Велс, Ирбис, Фортун, Соник, Кивей, Гифон, Шторм, СИМ и другие)
Квадроциклы: ATV с двигателем 157QMJ 150 - 200 кубов
Китайские скутеры с двигателем 4т серии GY6 с маркировкой 139QMB, 1P39QMB и 139QMA и объемом двигателя 80 - 100 кубов / Omaks (Омакс) / Motoland (Мотолэнд) / Racer (Рейсер) / Irbis / Storm / Stels / Lifan Viper Wind Racer (Вайпер) / Meteor IRBIS Z50R (Ирбис) / Viper Grand PRIX Honling Joker QT-7; ЗиД Lifan (Лифан) LF50QT-8A / RACE WOLF RC 50QT-3B / NAVIGATOR E-MOTO XJ 50QT-5 / JIEDA JD 50QT-4A
Показать полностью
Общие характеристики
Артикул Маркета
4371078535
Бренд
Komatsu
Тип
Катушка зажигания для мотоцикла
Марка мотоцикла
универсальный
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/12511153/2a00000194e13b7bf5228bdbfa4f751e78d6/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Поршневая (ЦПГ) на китайский скутер Стелс 75 кубов / 1e40qmb/ 12 палец / Stels Tactic / Vortex 50cc,"Как работает:ЦПГ (цилиндро-поршневая группа) является одной из ключевых частей двигателя скутера, отвечающей за генерацию силы, необходимой для передвижения. Время от времени возникает необходимость замены ЦПГ в результате износа или дефектов.Замена ЦПГ на скутере необходима в следующих случаях:
-Когда производительность двигателя снижается и проблема связана с износом ЦПГ.
-При обнаружении утечек масла или топлива, которые свидетельствуют о неисправности ЦПГ.
-Если ЦПГ повреждена в результате аварии или столкновения.
-При желании модернизировать скутер и улучшить его производительность.
На что подходит: Stels Skif / Leader / Vortex / Tactic / Arrow, Irbis Z50RS / LX50 / Centrino S, Keeway Flash / Hurricane, Vento Triton / Zip
Размеры:Объем 80 кубов
Внутренний диаметр цилиндра - 47 мм
Диаметр отверстий под шпильки - 8 мм
Расстояние между центрами отверстий - 50 мм, по диагонали - 70 мм
Расстояние между центрами отверстий под выпуск - 48 мм
Внутренний диаметр отверстий под выпуск - 5 мм
Высота Поршня - 50 мм
Внешний диаметр поршня - 47 мм
Длина пальца - 37,5 мм
Внешний диаметр пальца - 12 мм
Внутренний диаметр пальца - 8 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371077971
Бренд
Komatsu
Тип
Цилиндро-поршневая группа для скутера
Тип автотехники
скутер
Высота
50 мм
Диаметр
47 мм
Количество в комплекте
1 шт.
Дополнительно
Материал
Металл
Перед покупкой уточняйте характеристики и комплектацию у продавца.",['https://avatars.mds.yandex.net/get-mpic/12012798/2a0000018e6b964e6c3d03d4f2f3d65e0229/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Карбюратор на скутер на скутер Сузуки Адрес / Сепия (50 кубов) Suzuki Address / Sepia 50cc,"Стандартный карбюратор на японские скутера.
Карбюратор – одна из самых важных частей в двигателе скутера.
Стандартный диффузор лучше готовит смесь на низких и средних оборотах, это обеспечивает хороший «подхват» — реакцию на откручивание газа на низких и средних оборотах.
Данный карбюратор рассчитан на скутер с объемом двигателя 50сс, дает удобство и практичность.
При различных положениях дроссельной заслонки на работу карбюратора оказывают влияние разные факторы, поэтому правильная настройка карбюратора с завода должна обеспечить ему ровную (без обеднения или обогащения смеси) работу при любых положениях заслонки.
Диаметр диффузора – 16мм
Подходит на скутера:
Suzuki Address 50/Sepia
Показать полностью
Общие характеристики
Артикул Маркета
4371077752
Бренд
Komatsu
Тип
Карбюратор для скутера
Марка мотоцикла
Suzuki
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/4079169/2a0000018e4c84fb144efbd0fee8e8ce0537/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Колодки заднего тормоза на скутер Хонда Дио / Такт / Лид 50 кубов Af-18 27 31 34 51 Honda Dio / Tact / Lead 50 cc,"Описание товара
Стандартные тормозные колодки на японские скутера Хонда Дио / Такт / Джорно и барабанным тормозом. Отличается от других барабанных тормозных колодок своей охлаждаемой перфорированной накладкой, которая улучшает сцепление комплекта с поверхностью барабана.
Колодки — это элемент тормозной системы скутера, который изнашивается быстрее всего. Поэтому их приходится часто покупать и менять. Дисковые тормоза намного эффективнее по сравнению с барабанными, но барабанные срабатывают намного ""плавнее"". Именно поэтому на задней оси (менее нагруженной при торможении) современных скутеров ставят барабанные тормоза. Из чего состоят наши тормозные колодки для скутера? Первая часть — основание, металлическая пластина. К ней приклеен второй компонент — фрикционная накладка, которую иногда называют «феродо».
Фрикционная накладка — это рабочий элемент. Он стирается, изнашивается, и именно от его ресурса зависит срок службы всей колодки. Если сделать накладку слишком твёрдой, она быстро испортит барабан, а эффективность торможения будет низкой. Если слишком мягкой — скутер будет хорошо тормозить, но колодки мопеда придётся менять слишком часто. Поэтому производители наших тормозных колодок нашли компромисс!
Произвести самостоятельно замену тормозных колодок может даже начинающий скутерист, который ранее не сталкивался с ремонтом мото-техники. Нужно только снять диск закрепленный на 1 болтах, снять отверткой старые тормозные колодки и установить на их место новые, после чего собрать в обратном порядке.
Чаще всего эти колодки устанавливаются в качестве тормоза заднего колеса. Меняются исключительно комплектом, а не по одной.
После очистки либо замены колодок тормоза не сразу приобретают свою полною эффективность. Требуется пробег скутера около 200 км для приработки накладок тормозных колодок с рабочей поверхностью диска.
Подходит на модели скутеров:
Японский скутер: Dio AF-18 / Dio AF-27 / Dio AF- 34 / Dio AF-35 / Dio AF-35 ZX / Tact AF-51 / Dio AF-25 / Tact AF-30 / Tact AF-24 / Dio AF-28 ZX / Julio AF-52 / DJ1 RR / Giorno AF24 / Dio Cesta / (Хонда Дио / Джорно / Такт АФ - 18 / 27 / 34 и др.) с 2-х тактным двигателем объемом 50-80 кубов (cc/сс)
Размеры:
Диаметр тормозных колодок в сборе - 90 мм
Высота тормозных колодок - 20 мм
Диаметр под шток тормоза - 9 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371081034
Бренд
Komatsu
Тип
Тормозные колодки для скутера
Марка мотоцикла
Honda
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/5378193/2a00000194dfb7879743e7abf8f8e1067b64/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Коммутатор на китайский скутер 50 кубов (139QMB),"Описание товара
Коммутатор для китайского скутера объемом 50/80 куб. см (139QMB) необходим для оптимальной работы двигателя, который функционирует за счет сжигания топливно-воздушной смеси. Он совместим с двигателями объемом 50-100 куб. см. Если вы заменили поршневую группу и хотите увеличить производительность скутера, наши тюнинг-коммутаторы — отличный выбор.
Процесс воспламенения смеси начинается со свечи зажигания, но для этого ток должен пройти через несколько стадий преобразования, начиная с момента появления искры и заканчивая её образованием на свече с мощностью до нескольких тысяч вольт.
Точное воспламенение смеси зависит от правильно настроенного момента подачи искры, что играет важную роль в производительности и экономичности скутера. Именно здесь важен коммутатор, который отвечает за это регулирование. В его состав входят тиристор, ведущий себя как электрический прерыватель, и конденсатор, накапливающий и передающий электрическую энергию в цепь, обычно несколькими сотнями вольт.
Со временем эти компоненты могут изнашиваться, что ведет к пропаданию искры. В таких случаях рекомендуется заменять комплексно: катушку зажигания, высоковольтный провод, свечу, коммутатор и наконечник свечи.
Подходит на модели скутеров:
Китайские скутеры с двигателем 4т серии GY6 с маркировкой 139QMB, 1P39QMB и 139QMA и объемом двигателя 80 - 100 кубов / Omaks (Омакс) / Motoland (Мотолэнд) / Racer (Рейсер) / Irbis / Storm / Stels / Lifan Viper Wind Racer (Вайпер) / Meteor IRBIS Z50R (Ирбис) / Viper Grand PRIX Honling Joker QT-7; ЗиД Lifan (Лифан) LF50QT-8A / RACE WOLF RC 50QT-3B / NAVIGATOR E-MOTO XJ 50QT-5 / JIEDA JD 50QT-4A
Характеристики:
Количество контактов - 6 шт
Фишка разделенная на 2 части
Для 4-х тактных двигателей
Резинка для фиксации в комплекте
Показать полностью
Общие характеристики
Артикул Маркета
4371079610
Бренд
Komatsu
Тип
Коммутатор CDI для скутера
Совместимые модели
китайский скутер 50 кубов
Все характеристики","['https://avatars.mds.yandex.net/get-mpic/5363546/2a0000018e4c498abebe053de8ac1ba1cdfd/orig', 'https://avatars.mds.yandex.net/get-market-ugc/11902724/2a0000018fd5225f89c152f03c334cdf1a6d/120x160']",4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Поршневая (ЦПГ) на скутер Сузуки Адрес / Сепия 65 кубов / Suzuki Address / Sepia 65cc,"Как работает:ЦПГ (цилиндро-поршневая группа) является одной из ключевых частей двигателя скутера, отвечающей за генерацию силы, необходимой для передвижения. Время от времени возникает необходимость замены ЦПГ в результате износа или дефектов.Замена ЦПГ на скутере необходима в следующих случаях:
-Когда производительность двигателя снижается и проблема связана с износом ЦПГ.
-При обнаружении утечек масла или топлива, которые свидетельствуют о неисправности ЦПГ.
-Если ЦПГ повреждена в результате аварии или столкновения.
-При желании модернизировать скутер и улучшить его производительность.
На что подходит: для 2-тактных двигателей Suzuki Sepia, Lets, Suzuki Address 50, Suzuki Hi-Up
Комплектация поршневой группы:
цилиндр;
уплотнительное кольцо;
поршень;
2 кольца на поршень;
палец и его стопорные кольца;
Размеры поршня
D-43mm, H-42mm, d-10mm, h-14mm
Показать полностью
Общие характеристики
Артикул Маркета
4371077972
Бренд
Komatsu
Тип
Цилиндро-поршневая группа для скутера
Марка мотоцикла
Suzuki
Тип автотехники
скутер
Высота
42 мм
Диаметр
43 мм
Количество в комплекте
1 шт.
Дополнительно
Материал
Металл
Перед покупкой уточняйте характеристики и комплектацию у продавца.",['https://avatars.mds.yandex.net/get-mpic/5387588/2a0000018e6b99fbd656c411dd636334fc14/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Бендикс на китайский скутер 50 кубов / 139QMB / 50cc,"Стандартный бендикс на китайские скутера с двигателем 139qmb, а также на скутера Хонда с двигателем АФ-27/18/34/35 и т. д.
Бендикс посредством сцепления с электростартером и с ответной щекой вариатора отвечает за запуск двигателя. С течением времени появляется звон, или просто ""холостые"" проскальзывания бендикса, хотя стартер работает. Это основные причины последующей замены.
Слабое место этого элемента - выжимная пружина, которая должна втягивать шестерни обратно, после окончания работы стартера.
При установке нового бендикса в штатные места не забудьте про шайбы. Без них не возможна корректная работа. Желательно спазать солидолом или другим смазочным материалом в местах соприкосновения с картером и крышкой скутера.
Изготавливаются из коленного металла, что обеспечивает долгий срок службы запчасти.
Так же причиной поломки могут являться слизанные вырванные зубья на щеке вариатора, поэтому стоит точно определить что именно мешает механизму стартера нормально функционировать.
Поставляются с набором шайб и смазанными заводом изготовителем элементами.
Подходит на модели скутеров:
Honda: Dio Af-18/Dio Af-27/Dio Af-34/Giorno/ Tact Af-16/Tact Af-24,30/Tact Af-51//Dio Af-35//Dio ZX//Dio Af-28
Китайские скутеры с двигателем 4т серии GY6 с маркировкой 139QMB, 1P39QMB и 139QMA и объемом двигателя 80 - 100 кубов / Omaks (Омакс) / Motoland (Мотолэнд) / Racer (Рейсер) / Irbis / Storm / Stels / Lifan Viper Wind Racer (Вайпер) / Meteor IRBIS Z50R (Ирбис) / Viper Grand PRIX Honling Joker QT-7; ЗиД Lifan (Лифан) LF50QT-8A / RACE WOLF RC 50QT-3B / NAVIGATOR E-MOTO XJ 50QT-5 / JIEDA JD 50QT-4A
Размеры:
Длинна бендикса - 70,4 мм
Диаметр внешней звезды - 40 мм
Диаметра штока со стороны вариатора - 8 мм
Диаметр штока со стороны стартера - 8 мм
Количество зубъев на звезде стартера - 14 шт
Показать полностью
Общие характеристики
Артикул Маркета
4371077924
Бренд
Komatsu
Тип
Электростартер скутера
Марка мотоцикла
Honda
Совместимые модели
139QMB
Тип автотехники
скутер
Длина
40 мм
Ширина
40 мм
Высота
70 мм
Диаметр
8 мм
Вес
3 кг
Количество в комплекте
1 шт.
Подробная комплектация
Бендикс на скутер Хонда
Дополнительная информация
Бендикс на китайский скутер 50 кубов / 139QMB / 50cc
Дополнительно
Материал
Металл
Перед покупкой уточняйте характеристики и комплектацию у продавца.",['https://avatars.mds.yandex.net/get-mpic/1864685/2a00000193a6a4bee23c07e204e54297f8b3/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Набор сальников на скутер Хонда Лид 50 кубов (Af-48) Honda Lead 50cc,"Стандартный набор сальников на японские скутера.
В конструкции скутера достаточно много сальников разного размера. Задача у всех фактически одна - сохранять герметичность элемента, на который они установлены.
Сальник попросту предотвращает вытекание масла из какого-либо механизма скутера, препятствует попаданию пыли, грязи и воды в механизм.
По виду - это обычное кольцо изготовленное из бензостойкой резины. Внутри сальника обычто располагается стальной каркас, определяющий жесткость, устойчивость и долговечность службы этого элемента.
С течением времени сальники теряют свою плотность под нагрузками и начинают пропускать масло, а так же подхватывать воздух, что межает привести к нестабильной работе двигателя из зане правильных пропорций в воздушно-топливной смеси.
Старайтесь сразу заменять сальники увидев подтеки, что бы не усугубить ситуацию.
Подходит на скутера:
Honda Joker 50/Joker 90/Lead 50 Af-20/Lead 50 Af-48
В наборе:
Сальники коленвала со стороны вариатора - 31*20*7
Сальники коленвала со стороны генератора - 15*25*5
Сальники первичного вала редуктора - 30*17*5
Сальники вторичного вала редуктора - 40*24*7
Показать полностью
Общие характеристики
Артикул Маркета
4371077513
Бренд
Komatsu
Тип
сальники на скутер
Марка мотоцикла
Honda
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/1554397/2a00000194e10da5d3a0fa9fdb383d7fa43a/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Вариатор передний тюнинг на скутер Ямаха Аксис 90 кубов / 3wf / и скутер Стелс / 1e40qmb TUNING / Yamaha Axis / Stels 50cc,"Описание товара
Спортивный вариатор на скутера Китайского производства Stels Tactik / Vortex / Axis и объемом двигателя 50 - 90 сс.
Премиальное качество производства! Все плоскости отшлифованы, а внутренняя щека обработана до зеркального состояния. С данным вариатором на Вашем скутере можно ожидать прироста максимальной скорости от 10 до 15 км/ч! Увеличенный диаметр шкива дает возможность выходить ремню вариатора на больший диаметр увеличивая производительность и глубже ""утапливая"" ремень в шкивах заднего вариатора (сцеплении). Динамика разгона скутера Вас также приятно удивит! Удлиненные дорожки для выхода роликов вариатора и совершенно другие углы для их выхода. В комплекте идет 9 роликов для точной настройки скутера, и еще вы получаете пружинки для сцепления на 1500RPM, которые желательно установить сразу. Внутрянняя медная втулка в щеке вариатора устойчива к износу, как и слайдеры, выполненные из лучшего ABS пластика.
Тюнинг скутера - это не так сложно. И вариатор - это как раз то, с чего стоит начать.
Лучше сразу приобрести качественный ремень с кевларом, т.к. из за увеличения оборотов и нагрузки дешевые ремни вариатора будут быстро рваться.
После установки Вариатора вы можете перейти к более углубленному тюнингу скутера и раскрыть его потенциал. Например поршневую группу увеличенного объема, головку с увеличенными клапанами.
Комплектация вариатора:
-9 роликов вариатора
-Внутренняя щека вариатора
-Паук (фиксатор роликов с обратной стороны щеки вариатора)
-3 слайдера
-Втулка вариатора (Палец)
-3 пружины для колодок сцепления
Подходит на модели скутеров:
Китайские скутера с двигателем 1E40QMB, 1P40QMB и объемом двигателя 50-90 кубов / Axis 90 / Focus 50 / Benelli Arrow 50 / Tactic 50 / Vortex 50 (Стелс Тактик / Аксис / Вортекс / Бенелли / Эрроу / Скиф / Ирбис / Омакс)
Размеры:
Диаметр внутреннего шкива - 100 мм
Внешний диаметр втулки - 21 мм
Внутренний диаметр втулки - 16 мм
Внутренний диаметр отверстия под втулку вариатора - 21 мм
Внутренний диаметр отверстия паука - 16 мм
Ролики - 15*12 мм
Длина пальца - 38 мм
Количество шлицов паука - 15 шт
Показать полностью
Общие характеристики
Артикул Маркета
4371077762
Бренд
Komatsu
Тип
Вариатор для скутера
Марка мотоцикла
Yamaha
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/12523390/2a0000018e66a60ceae6a71f73d6355106eb/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Колодки заднего тормоза на скутер Сузуки Адрес / Сепия 50 кубов (v50g) Suzuki Address 50cc,"Описание товара
Стандартные тормозные колодки на японские скутера Suzuki Address / Sepia с 10 диаметром колеса и барабанным тормозом.
Колодки — это элемент тормозной системы скутера, который изнашивается быстрее всего. Поэтому их приходится часто покупать и менять. Дисковые тормоза намного эффективнее по сравнению с барабанными, но барабанные срабатывают намного ""плавнее"". Именно поэтому на задней оси (менее нагруженной при торможении) современных скутеров ставят барабанные тормоза. Из чего состоят наши тормозные колодки для скутера? Первая часть — основание, металлическая пластина. К ней приклеен второй компонент — фрикционная накладка, которую иногда называют «феродо».
Фрикционная накладка — это рабочий элемент. Он стирается, изнашивается, и именно от его ресурса зависит срок службы всей колодки. Если сделать накладку слишком твёрдой, она быстро испортит барабан, а эффективность торможения будет низкой. Если слишком мягкой — скутер будет хорошо тормозить, но колодки мопеда придётся менять слишком часто. Поэтому производители наших тормозных колодок нашли компромисс!
Произвести самостоятельно замену тормозных колодок может даже начинающий скутерист, который ранее не сталкивался с ремонтом мото-техники. Нужно только снять диск закрепленный на 1 болтах, снять отверткой старые тормозные колодки и установить на их место новые, после чего собрать в обратном порядке.
Чаще всего эти колодки устанавливаются в качестве тормоза заднего колеса. Меняются исключительно комплектом, а не по одной.
После очистки либо замены колодок тормоза не сразу приобретают свою полною эффективность. Требуется пробег скутера около 200 км для приработки накладок тормозных колодок с рабочей поверхностью диска.
Подходит на модели скутеров:
Японские скутера с объемом двигателя 50 - 80 кубов Morini 2T / Suzuki Address / Sepia / Sepia ZZ / Mollet 50cc (Сузуки Аддресс / Сепия ЗЗ / Моллет / Адрес / Адресс / сс) V50G (AD50 / AG50)
Размеры:
Диаметр тормозных колодок в сборе - 105,5 мм
Высота тормозных колодок - 25,5 мм
Длина пружин - 31,5 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371079098
Бренд
Komatsu
Тип
Тормозные колодки для скутера
Марка мотоцикла
Suzuki
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/5236357/2a00000194dface21d15ae29976797f63466/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Насвечник 45 градусов (Универсальный),"Описание товара
Надсвечник с углом 45 градусов — это универсальный компонент, предназначенный для установки на скутеры и мотоциклы. Он выполняет функцию соединительного элемента между свечой зажигания и высоковольтным проводом, обеспечивая надежный контакт и эффективную передачу электрического импульса.
Этот тип надсвечника отличается своей универсальностью, что позволяет адаптировать его для большинства моделей мототехники. Угол наклона в 45 градусов способствует удобной установке даже в условиях ограниченного пространства, что характерно для многих современных двигателей.
- Прочный материал: Разработан из термостойких и устойчивых к вибрациям материалов, обеспечивающих долгий срок службы.
- Стабильный контакт: Встроенные пружинные и керамические элементы минимизируют потери энергии и гарантируют стабильную работу свечи зажигания.
- Простота установки: Быстрая и легкая замена или установка надсвечника на существующие системы без необходимости сложной регулировки.
- Защита от влаги и пыли: Конструкция предотвращает попадание нежелательных загрязнителей, обеспечивая стабильность функционирования в любых условиях эксплуатации.
Подходит на модели скутеров:
Китайские мотоциклы: 166FMM 165FMM Racer, Motoland, Kayo, BSE, Irbis TTR и другие. Камера выполн из износостойкой резины обеспечивает высокие рабочие параметры, не вырывает вентиль во время езды. Также подходит камера на питбайки и мотоциклы разных моделей популярных японских производителей байков Honda, Yamaha, Kawasaki, Racer, Irbis , Kayo, BSE, 172FMM с объемом двигателя 125 - 300 кубов (250)/ Рейсер / Мотолэнд / Кайо / БСЕ / Ирбис ТТР.
Мотоциклы JMC 250 / T4 / T6 (ЖМС 250 / Т4 / Т6)
На мопеды: Альфа, Racer, Dingo, delta, Alpha RX, Alpha Lux, Лесник, Orion (Альфа / Дельта / Орион / Грифон и другие модели мототехники)
Китайские скутеры: скутера китайского и российского с двигателем 4т серии GY6 с маркировкой 157QMJ и объемом двигателя от 150 до 200 кубов / Motoland, BWS, RegulMoto, Meteor, Racer, Click, Corvus, Fantom, Fire, Force, Vento, Lifan, Stels, Nexus, Baltmotors, Omaks, Wels, Irbis, Fortune, Sonik, Keeway, Griphon, Storm, SYM (БВС, РегулМото, Метеор, Рейсер, Клик, Корвус, Фантом, Фаер, Форс, Венто, Лифан, Стелс, Нексус, БалтМоторс, Омакс, Велс, Ирбис, Фортун, Соник, Кивей, Гифон, Шторм, СИМ и другие)
Квадроциклы: ATV с двигателем 157QMJ 150 - 200 кубов
Китайские скутеры с двигателем 4т серии GY6 с маркировкой 139QMB, 1P39QMB и 139QMA и объемом двигателя 80 - 100 кубов / Omaks (Омакс) / Motoland (Мотолэнд) / Racer (Рейсер) / Irbis / Storm / Stels / Lifan Viper Wind Racer (Вайпер) / Meteor IRBIS Z50R (Ирбис) / Viper Grand PRIX Honling Joker QT-7; ЗиД Lifan (Лифан) LF50QT-8A / RACE WOLF RC 50QT-3B / NAVIGATOR E-MOTO XJ 50QT-5 / JIEDA JD 50QT-4A
Показать полностью
Общие характеристики
Артикул Маркета
4371080349
Бренд
Komatsu
Тип
насвечник на скутер
Марка мотоцикла
универсальный
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/4362548/2a0000018e5ab18633123d2025da47027bd5/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
